FISCAL_YEAR,DISTRICT_ID,DISTRICT NAME, PROPTAX , FEDERAL , STATE , LOCAL , TOTAL ,MEMBER
2017-18,3920,New Auburn," $3,294,736.00 "," $311,673.65 "," $782,127.52 "," $78,832.02 "," $4,467,369.19 ",305
2017-18,3925,New Berlin," $51,745,449.00 "," $1,935,686.36 "," $6,673,267.71 "," $3,584,028.99 "," $63,938,432.06 ",4478
2017-18,3934,New Glarus," $5,296,922.00 "," $458,214.42 "," $6,210,404.40 "," $886,043.97 "," $12,851,584.79 ",922
2017-18,3941,New Holstein," $6,441,787.00 "," $603,151.38 "," $6,874,200.87 "," $566,406.88 "," $14,485,546.13 ",1185
2017-18,3948,New Lisbon," $3,573,758.00 "," $720,238.24 "," $3,954,946.24 "," $129,675.68 "," $8,378,618.16 ",633
2017-18,3955,New London," $10,194,626.00 "," $1,650,846.22 "," $17,615,958.32 "," $1,667,291.17 "," $31,128,721.71 ",2442
2017-18,3962,New Richmond," $15,546,263.00 "," $1,885,834.25 "," $26,090,415.71 "," $3,042,506.99 "," $46,565,019.95 ",3461
2017-18,3969,Niagara," $1,386,366.00 "," $452,776.83 "," $2,937,520.25 "," $132,973.59 "," $4,909,636.67 ",336
2017-18,2177,Nicolet UHS," $19,100,188.00 "," $372,208.56 "," $1,730,355.14 "," $2,623,684.52 "," $23,826,436.22 ",1088
2017-18,4690,North Cape," $1,473,549.00 "," $94,604.34 "," $881,724.34 "," $97,079.01 "," $2,546,956.69 ",198
2017-18,2016,North Crawford," $1,866,991.00 "," $566,936.71 "," $3,924,999.93 "," $253,447.01 "," $6,612,374.65 ",478
2017-18,3983,North Fond Du Lac," $5,211,355.00 "," $1,131,975.31 "," $10,657,809.85 "," $1,263,969.99 "," $18,265,110.15 ",1355
2017-18,3514,North Lake," $2,744,489.00 "," $139,862.09 "," $844,117.16 "," $265,875.95 "," $3,994,344.20 ",294
2017-18,616,North Lakeland," $3,201,114.00 "," $155,694.93 "," $535,349.61 "," $119,271.21 "," $4,011,429.75 ",134
2017-18,1945,Northern Ozaukee," $6,089,565.00 "," $446,031.46 "," $3,770,589.83 "," $755,241.98 "," $11,061,428.27 ",840
2017-18,1526,Northland Pines," $19,604,015.00 "," $894,774.52 "," $2,304,858.49 "," $899,210.10 "," $23,702,858.11 ",1278
2017-18,3654,Northwood," $3,984,108.00 "," $429,996.07 "," $739,724.46 "," $125,838.54 "," $5,279,667.07 ",341
2017-18,3990,Norwalk-Ontario-Wilton," $2,079,660.00 "," $1,063,270.77 "," $6,883,128.04 "," $469,585.19 "," $10,495,644.00 ",669
2017-18,4011,Norway J7," $813,327.00 "," $46,906.05 "," $388,142.13 "," $50,800.99 "," $1,299,176.17 ",91
2017-18,4018,Oak Creek-Franklin," $32,918,625.00 "," $3,203,371.50 "," $37,993,306.40 "," $4,057,684.96 "," $78,172,987.86 ",6406
2017-18,4025,Oakfield," $2,648,107.00 "," $341,223.60 "," $3,716,722.27 "," $729,263.77 "," $7,435,316.64 ",517
2017-18,4060,Oconomowoc Area," $51,622,661.00 "," $2,156,414.08 "," $17,136,693.31 "," $4,281,538.86 "," $75,197,307.25 ",5737
2017-18,4067,Oconto," $4,347,405.00 "," $882,932.94 "," $9,491,496.82 "," $243,168.83 "," $14,965,003.59 ",1107
2017-18,4074,Oconto Falls," $9,390,728.00 "," $1,179,239.82 "," $13,255,427.65 "," $751,191.00 "," $24,576,586.47 ",1795
2017-18,4088,Omro," $5,237,438.00 "," $885,065.43 "," $9,271,326.10 "," $662,180.80 "," $16,056,010.33 ",1293
2017-18,4095,Onalaska," $18,126,865.00 "," $1,729,761.61 "," $16,484,014.99 "," $2,719,672.19 "," $39,060,313.79 ",2963
2017-18,4137,Oostburg," $5,196,874.00 "," $464,960.45 "," $6,097,866.77 "," $630,637.71 "," $12,390,338.93 ",989
2017-18,4144,Oregon," $26,167,252.00 "," $1,629,575.09 "," $23,534,273.93 "," $4,106,036.61 "," $55,437,137.63 ",3879
2017-18,4165,Osceola," $8,003,489.00 "," $956,940.20 "," $11,643,726.93 "," $1,137,113.90 "," $21,741,270.03 ",1680
2017-18,4179,Oshkosh Area," $48,456,616.00 "," $8,588,363.82 "," $69,330,733.14 "," $4,481,104.42 "," $130,856,817.40 ",9970
2017-18,4186,Osseo-Fairchild," $4,934,140.00 "," $615,686.87 "," $7,468,715.31 "," $345,788.85 "," $13,364,331.03 ",927
2017-18,4207,Owen-Withee," $2,001,771.00 "," $682,788.58 "," $3,980,200.29 "," $272,109.56 "," $6,936,869.43 ",490
2017-18,4221,Palmyra-Eagle Area," $8,594,185.00 "," $484,775.71 "," $5,343,310.11 "," $2,513,455.98 "," $16,935,726.80 ",1093
2017-18,4228,Pardeeville Area," $5,702,746.00 "," $705,403.76 "," $4,950,047.19 "," $490,175.33 "," $11,848,372.28 ",866
2017-18,4235,Paris J1," $1,561,262.00 "," $189,856.03 "," $392,196.59 "," $126,951.33 "," $2,270,265.95 ",162
2017-18,4151,Parkview," $4,968,572.00 "," $571,748.33 "," $6,187,950.63 "," $431,995.94 "," $12,160,266.90 ",827
2017-18,490,Pecatonica Area," $2,892,278.86 "," $316,591.47 "," $3,553,144.73 "," $245,658.28 "," $7,007,673.34 ",474
2017-18,4270,Pepin Area," $3,237,901.00 "," $198,406.32 "," $647,496.91 "," $188,203.36 "," $4,272,007.59 ",250
2017-18,4305,Peshtigo," $2,964,553.00 "," $806,293.63 "," $9,178,754.83 "," $393,069.78 "," $13,342,671.24 ",1078
2017-18,4312,Pewaukee," $26,208,939.00 "," $1,025,866.19 "," $7,377,679.17 "," $1,407,366.73 "," $36,019,851.09 ",2822
2017-18,4330,Phelps," $2,904,425.00 "," $122,356.51 "," $353,907.41 "," $168,603.04 "," $3,549,291.96 ",149
2017-18,4347,Phillips," $4,874,852.00 "," $869,415.04 "," $4,041,051.02 "," $609,748.38 "," $10,395,066.44 ",800
2017-18,4368,Pittsville," $3,023,991.00 "," $492,591.06 "," $4,091,186.36 "," $325,892.61 "," $7,933,661.03 ",588
2017-18,4389,Platteville," $8,837,171.00 "," $1,234,034.08 "," $9,019,717.96 "," $733,256.25 "," $19,824,179.29 ",1508
2017-18,4459,Plum City," $1,775,498.00 "," $204,682.31 "," $2,156,597.37 "," $156,850.08 "," $4,293,627.76 ",277
2017-18,4473,Plymouth," $11,303,019.50 "," $1,443,508.03 "," $13,336,683.48 "," $1,821,172.23 "," $27,904,383.24 ",2299
2017-18,4508,Port Edwards," $2,073,861.00 "," $410,912.47 "," $3,115,872.00 "," $191,830.31 "," $5,792,475.78 ",407
2017-18,4515,Port Washington-Saukville," $16,564,094.00 "," $1,303,434.61 "," $15,312,064.05 "," $1,731,651.93 "," $34,911,244.59 ",2673
2017-18,4501,Portage Community," $11,773,004.00 "," $1,608,790.43 "," $16,406,504.52 "," $1,429,290.78 "," $31,217,589.73 ",2322
2017-18,4529,Potosi," $1,880,322.00 "," $349,981.10 "," $2,718,469.90 "," $265,420.71 "," $5,214,193.71 ",326
2017-18,4536,Poynette," $6,151,481.00 "," $623,323.82 "," $6,210,179.28 "," $544,447.91 "," $13,529,432.01 ",1076
2017-18,4543,Prairie Du Chien Area," $5,585,238.00 "," $1,168,259.20 "," $8,629,600.30 "," $416,728.74 "," $15,799,826.24 ",1102
2017-18,4557,Prairie Farm," $1,412,362.00 "," $270,947.89 "," $2,800,793.64 "," $271,735.97 "," $4,755,839.50 ",316
2017-18,4571,Prentice," $2,727,410.00 "," $350,261.49 "," $2,288,370.46 "," $87,338.03 "," $5,453,379.98 ",422
2017-18,4578,Prescott," $9,551,757.00 "," $720,740.18 "," $8,987,162.83 "," $1,253,868.26 "," $20,513,528.27 ",1454
2017-18,4606,Princeton," $3,467,786.00 "," $288,022.99 "," $1,245,666.90 "," $168,216.31 "," $5,169,692.20 ",409
2017-18,4613,Pulaski Community," $14,647,376.00 "," $1,946,622.10 "," $27,313,600.45 "," $3,460,070.33 "," $47,367,668.88 ",3897
2017-18,4620,Racine," $87,558,796.00 "," $27,708,861.45 "," $174,402,778.30 "," $6,554,849.92 "," $296,225,285.70 ",21647
2017-18,4627,Randall J1," $4,711,888.00 "," $418,610.95 "," $2,269,777.72 "," $274,734.25 "," $7,675,010.92 ",556
2017-18,4634,Randolph," $2,801,557.00 "," $501,697.73 "," $4,405,595.93 "," $323,827.48 "," $8,032,678.14 ",542
2017-18,4641,Random Lake," $4,932,813.00 "," $610,947.47 "," $5,489,413.75 "," $566,501.86 "," $11,599,676.08 ",863
2017-18,4686,Raymond #14," $3,508,340.00 "," $174,929.26 "," $887,709.43 "," $302,927.95 "," $4,873,906.64 ",328
2017-18,4753,Reedsburg," $12,865,992.00 "," $2,501,154.92 "," $18,954,322.56 "," $2,005,617.52 "," $36,327,087.00 ",2761
2017-18,4760,Reedsville," $4,386,736.00 "," $476,319.38 "," $4,427,229.91 "," $291,000.87 "," $9,581,286.16 ",647
2017-18,4781,Rhinelander," $25,891,955.00 "," $2,475,998.52 "," $7,801,381.10 "," $1,643,072.05 "," $37,812,406.67 ",2479
2017-18,4795,Rib Lake," $2,494,269.00 "," $570,778.23 "," $3,478,437.24 "," $345,504.68 "," $6,888,989.15 ",486
2017-18,4802,Rice Lake Area," $16,471,134.00 "," $1,694,090.43 "," $12,839,343.39 "," $1,051,891.86 "," $32,056,459.68 ",2279
2017-18,4820,Richfield J1," $3,816,848.00 "," $152,707.59 "," $1,349,681.53 "," $241,520.49 "," $5,560,757.61 ",389
2017-18,4851,Richland," $5,577,397.00 "," $1,691,759.66 "," $11,158,409.84 "," $1,107,065.94 "," $19,534,632.44 ",1415
2017-18,3122,Richmond," $2,838,028.00 "," $128,327.48 "," $2,428,630.41 "," $278,605.08 "," $5,673,590.97 ",420
2017-18,4865,Rio Community," $2,874,499.00 "," $368,788.70 "," $3,201,819.81 "," $241,678.84 "," $6,686,786.35 ",435
2017-18,4872,Ripon Area," $6,899,654.00 "," $1,111,822.05 "," $12,955,935.42 "," $878,861.67 "," $21,846,273.14 ",1648
2017-18,4893,River Falls," $18,209,975.00 "," $1,567,826.00 "," $18,641,395.51 "," $2,215,992.73 "," $40,635,189.24 ",3299
2017-18,4904,River Ridge," $3,089,838.00 "," $531,814.30 "," $4,474,592.04 "," $256,314.98 "," $8,352,559.32 ",556
2017-18,5523,River Valley," $9,154,892.00 "," $894,543.62 "," $6,743,387.65 "," $631,022.87 "," $17,423,846.14 ",1277
2017-18,3850,Riverdale," $2,971,730.00 "," $711,179.95 "," $5,826,981.79 "," $316,058.15 "," $9,825,949.89 ",716
2017-18,4956,Rosendale-Brandon," $3,447,176.00 "," $415,938.16 "," $7,217,767.93 "," $829,551.74 "," $11,910,433.83 ",945
2017-18,4963,Rosholt," $3,360,525.00 "," $370,198.06 "," $3,275,985.57 "," $244,008.23 "," $7,250,716.86 ",556
2017-18,1673,Royall," $2,005,086.00 "," $821,847.68 "," $5,678,455.05 "," $155,108.27 "," $8,660,497.00 ",604
2017-18,2422,Saint Croix Central," $6,770,237.00 "," $657,850.30 "," $13,055,827.06 "," $1,267,788.35 "," $21,751,702.71 ",1618
2017-18,5019,Saint Croix Falls," $6,455,734.00 "," $764,782.60 "," $7,263,493.13 "," $773,671.40 "," $15,257,681.13 ",1144
2017-18,5026,Saint Francis," $7,028,410.00 "," $980,049.29 "," $4,212,169.45 "," $508,069.51 "," $12,728,698.25 ",847
2017-18,5068,Salem," $6,370,853.00 "," $632,785.99 "," $7,694,104.88 "," $216,511.25 "," $14,914,255.12 ",1119
2017-18,5100,Sauk Prairie," $17,981,916.00 "," $1,625,227.39 "," $13,992,913.74 "," $1,963,692.06 "," $35,563,749.19 ",2759
2017-18,5124,Seneca," $1,630,132.00 "," $365,973.16 "," $2,245,169.61 "," $254,833.03 "," $4,496,107.80 ",295
2017-18,5130,Sevastopol," $7,697,226.00 "," $381,566.24 "," $877,727.87 "," $253,031.97 "," $9,209,552.08 ",566
2017-18,5138,Seymour Community," $7,261,429.00 "," $2,202,455.18 "," $19,457,219.37 "," $849,702.58 "," $29,770,806.13 ",2279
2017-18,5258,Sharon J11," $1,075,376.00 "," $313,709.96 "," $2,758,607.19 "," $468,186.60 "," $4,615,879.75 ",254
2017-18,5264,Shawano," $12,718,111.00 "," $2,244,387.33 "," $17,813,935.89 "," $1,097,813.11 "," $33,874,247.33 ",2539
2017-18,5271,Sheboygan Area," $35,896,191.00 "," $10,423,317.47 "," $89,462,290.64 "," $4,753,233.34 "," $140,535,032.50 ",10437
2017-18,5278,Sheboygan Falls," $9,068,558.00 "," $970,280.46 "," $11,137,651.40 "," $1,072,240.44 "," $22,248,730.30 ",1695
2017-18,5306,Shell Lake," $3,489,749.00 "," $828,623.23 "," $4,076,682.95 "," $297,101.39 "," $8,692,156.57 ",642
2017-18,5348,Shiocton," $3,351,255.00 "," $456,411.78 "," $5,645,782.50 "," $476,496.50 "," $9,929,945.78 ",729
2017-18,5355,Shorewood," $20,816,294.00 "," $917,368.59 "," $7,022,534.21 "," $2,838,044.55 "," $31,594,241.35 ",1899
2017-18,5362,Shullsburg," $1,188,300.00 "," $413,337.39 "," $3,230,081.82 "," $237,310.18 "," $5,069,029.39 ",367
2017-18,5369,Silver Lake J1," $2,567,404.00 "," $387,743.96 "," $2,946,910.47 "," $151,110.40 "," $6,053,168.83 ",445
2017-18,5376,Siren," $4,723,810.00 "," $822,854.44 "," $2,034,675.66 "," $127,401.71 "," $7,708,741.81 ",480
2017-18,5390,Slinger," $16,510,921.00 "," $1,173,856.32 "," $14,117,960.38 "," $2,767,819.85 "," $34,570,557.55 ",2828
2017-18,5397,Solon Springs," $2,635,703.00 "," $288,749.11 "," $1,377,344.35 "," $120,952.50 "," $4,422,748.96 ",308
2017-18,5432,Somerset," $7,652,151.00 "," $647,863.64 "," $11,305,783.34 "," $1,293,011.16 "," $20,898,809.14 ",1573
2017-18,5439,South Milwaukee," $13,067,646.00 "," $2,711,335.89 "," $25,481,470.32 "," $1,749,438.04 "," $43,009,890.25 ",3075
2017-18,4522,South Shore," $3,376,532.00 "," $219,643.76 "," $646,653.41 "," $60,421.69 "," $4,303,250.86 ",202
2017-18,5457,Southern Door County," $10,065,850.00 "," $775,047.71 "," $2,818,454.75 "," $765,316.09 "," $14,424,668.55 ",1058
2017-18,2485,Southwestern Wisconsin," $3,018,271.00 "," $428,462.29 "," $4,108,307.27 "," $449,061.30 "," $8,004,101.86 ",523
2017-18,5460,Sparta Area," $9,941,183.00 "," $3,000,453.98 "," $23,819,309.88 "," $1,544,089.34 "," $38,305,036.20 ",3117
2017-18,5467,Spencer," $3,285,645.00 "," $571,412.15 "," $6,155,500.81 "," $752,576.32 "," $10,765,134.28 ",781
2017-18,5474,Spooner," $15,673,938.00 "," $1,388,032.53 "," $2,448,307.49 "," $159,036.92 "," $19,669,314.94 ",1284
2017-18,5586,Spring Valley," $3,095,845.00 "," $455,818.95 "," $6,094,944.38 "," $1,035,065.62 "," $10,681,673.95 ",784
2017-18,5593,Stanley-Boyd Area," $2,957,048.00 "," $924,939.89 "," $8,923,131.69 "," $819,242.01 "," $13,624,361.59 ",1132
2017-18,5607,Stevens Point Area," $32,750,578.00 "," $5,446,171.86 "," $45,807,560.15 "," $6,457,456.29 "," $90,461,766.30 ",7564
2017-18,5614,Stockbridge," $2,504,805.00 "," $130,725.43 "," $689,262.24 "," $106,806.26 "," $3,431,598.93 ",240
2017-18,3542,Stone Bank School District," $3,264,717.00 "," $203,686.08 "," $310,114.68 "," $241,405.51 "," $4,019,923.27 ",295
2017-18,5621,Stoughton Area," $24,224,543.00 "," $1,799,046.23 "," $17,253,922.26 "," $2,045,655.59 "," $45,323,167.08 ",3142
2017-18,5628,Stratford," $3,470,582.00 "," $471,172.53 "," $7,343,518.86 "," $355,397.71 "," $11,640,671.10 ",928
2017-18,5642,Sturgeon Bay," $8,691,555.00 "," $764,538.42 "," $5,709,738.73 "," $734,667.15 "," $15,900,499.30 ",1122
2017-18,5656,Sun Prairie Area," $54,946,804.00 "," $4,798,749.94 "," $57,291,694.10 "," $4,787,626.72 "," $121,824,874.80 ",8394
2017-18,5663,Superior," $22,860,150.00 "," $4,358,583.19 "," $36,354,810.73 "," $1,644,214.55 "," $65,217,758.47 ",4824
2017-18,5670,Suring," $4,537,897.00 "," $615,288.94 "," $962,579.16 "," $102,805.69 "," $6,218,570.79 ",391
2017-18,3510,Swallow," $5,555,663.00 "," $185,242.37 "," $843,088.11 "," $435,914.81 "," $7,019,908.29 ",471
2017-18,5726,Thorp," $2,001,079.00 "," $707,346.75 "," $4,655,887.29 "," $219,478.43 "," $7,583,791.47 ",593
2017-18,5733,Three Lakes," $8,084,620.00 "," $409,451.84 "," $1,079,888.47 "," $318,990.35 "," $9,892,950.66 ",486
2017-18,5740,Tigerton," $1,787,329.00 "," $325,077.88 "," $1,546,539.00 "," $422,142.97 "," $4,081,088.85 ",249
2017-18,5747,Tomah Area," $13,167,477.00 "," $2,557,352.62 "," $20,891,987.57 "," $1,191,056.75 "," $37,807,873.94 ",3164
2017-18,5754,Tomahawk," $13,651,053.00 "," $911,067.25 "," $3,179,832.51 "," $663,818.84 "," $18,405,771.60 ",1225
2017-18,126,Tomorrow River," $4,092,471.26 "," $635,745.36 "," $6,988,349.44 "," $1,237,029.40 "," $12,953,595.46 ",968
2017-18,5780,Trevor-Wilmot Consolidated," $3,006,588.00 "," $390,793.59 "," $3,712,157.44 "," $479,876.01 "," $7,589,415.04 ",453
2017-18,4375,Tri-County Area," $2,874,237.00 "," $745,026.41 "," $4,379,988.43 "," $247,073.08 "," $8,246,324.92 ",638
2017-18,5810,Turtle Lake," $5,027,304.00 "," $465,277.24 "," $1,338,204.51 "," $322,433.70 "," $7,153,219.45 ",497
2017-18,5817,Twin Lakes #4," $3,957,248.25 "," $376,888.87 "," $2,239,162.21 "," $88,833.73 "," $6,662,133.06 ",470
2017-18,5824,Two Rivers," $5,349,604.00 "," $1,504,142.20 "," $15,217,206.82 "," $517,962.04 "," $22,588,915.06 ",1792
2017-18,5859,Union Grove J1," $3,016,058.00 "," $275,590.72 "," $5,782,589.92 "," $416,126.15 "," $9,490,364.79 ",639
2017-18,5852,Union Grove UHS," $5,309,210.00 "," $205,619.54 "," $4,516,496.47 "," $971,931.15 "," $11,003,257.16 ",739
2017-18,238,Unity," $10,999,168.00 "," $1,131,458.86 "," $2,955,511.27 "," $944,861.13 "," $16,030,999.26 ",1082
2017-18,5866,Valders Area," $5,153,156.00 "," $586,333.19 "," $6,171,927.83 "," $501,488.63 "," $12,412,905.65 ",985
2017-18,5901,Verona Area," $53,299,193.00 "," $3,708,929.52 "," $27,075,264.77 "," $3,651,774.86 "," $87,735,162.15 ",5457
2017-18,5985,Viroqua Area," $5,221,690.00 "," $1,248,132.92 "," $8,326,002.68 "," $471,406.83 "," $15,267,232.43 ",1177
2017-18,5992,Wabeno Area," $5,828,888.00 "," $846,313.31 "," $914,557.30 "," $130,682.92 "," $7,720,441.53 ",409
2017-18,6022,Walworth J1," $2,403,292.00 "," $507,946.42 "," $3,393,027.48 "," $275,415.88 "," $6,579,681.78 ",531
2017-18,6027,Washburn," $3,361,865.00 "," $590,386.80 "," $3,519,132.23 "," $452,128.41 "," $7,923,512.44 ",490
2017-18,6069,Washington," $1,373,904.00 "," $61,781.10 "," $124,276.21 "," $1,098.03 "," $1,561,059.34 ",72
2017-18,6104,Washington-Caldwell," $1,530,515.00 "," $138,209.00 "," $657,696.91 "," $80,962.03 "," $2,407,382.94 ",157
2017-18,6113,Waterford Graded," $10,731,979.00 "," $861,681.13 "," $7,340,335.28 "," $793,008.17 "," $19,727,003.58 ",1389
2017-18,6083,Waterford UHS," $8,034,413.00 "," $333,351.08 "," $6,869,870.84 "," $1,012,687.27 "," $16,250,322.19 ",1130
2017-18,6118,Waterloo," $3,827,538.00 "," $619,498.90 "," $6,039,376.32 "," $465,259.05 "," $10,951,672.27 ",854
2017-18,6125,Watertown," $17,320,885.00 "," $3,698,420.62 "," $27,346,320.60 "," $2,049,167.06 "," $50,414,793.28 ",3948
2017-18,6174,Waukesha," $78,698,243.00 "," $8,097,238.81 "," $64,471,856.98 "," $4,854,786.92 "," $156,122,125.70 ",12822
2017-18,6181,Waunakee Community," $29,775,401.00 "," $1,120,673.58 "," $23,732,659.32 "," $4,733,395.74 "," $59,362,129.64 ",4195
2017-18,6195,Waupaca," $16,248,244.00 "," $1,823,207.59 "," $11,235,736.92 "," $1,142,948.99 "," $30,450,137.50 ",2144
2017-18,6216,Waupun," $9,839,316.00 "," $1,412,020.56 "," $14,325,445.09 "," $2,146,390.37 "," $27,723,172.02 ",2098
2017-18,6223,Wausau," $44,140,081.00 "," $9,270,436.69 "," $65,822,377.89 "," $3,603,457.44 "," $122,836,353.00 ",8657
2017-18,6230,Wausaukee," $5,292,939.00 "," $511,176.51 "," $1,162,078.59 "," $310,394.11 "," $7,276,588.21 ",471
2017-18,6237,Wautoma Area," $7,739,156.00 "," $1,816,463.35 "," $7,898,280.61 "," $547,363.14 "," $18,001,263.10 ",1405
2017-18,6244,Wauwatosa," $46,367,318.00 "," $3,524,023.81 "," $21,799,293.46 "," $5,871,091.56 "," $77,561,726.83 ",6253
2017-18,6251,Wauzeka-Steuben," $914,632.00 "," $412,837.36 "," $3,116,313.21 "," $235,787.80 "," $4,679,570.37 ",292
2017-18,6293,Webster," $7,248,277.00 "," $675,522.26 "," $1,268,720.26 "," $328,947.70 "," $9,521,467.22 ",660
2017-18,6300,West Allis," $46,864,003.00 "," $9,532,717.63 "," $55,108,657.87 "," $4,365,765.77 "," $115,871,144.30 ",8537
2017-18,6307,West Bend," $38,475,076.00 "," $5,032,782.21 "," $38,298,396.39 "," $3,006,031.35 "," $84,812,285.95 ",6923
2017-18,6328,West Depere," $19,827,033.00 "," $1,537,855.10 "," $23,204,455.13 "," $1,128,705.78 "," $45,698,049.01 ",3728
2017-18,6370,West Salem," $8,003,326.00 "," $955,913.41 "," $12,029,187.76 "," $1,289,603.00 "," $22,278,030.17 ",1766
2017-18,6321,Westby Area," $4,985,182.00 "," $1,059,155.71 "," $9,054,372.37 "," $620,317.87 "," $15,719,027.95 ",1192
2017-18,6335,Westfield," $7,590,390.00 "," $1,117,091.26 "," $4,763,632.23 "," $342,229.72 "," $13,813,343.21 ",1180
2017-18,6354,Weston," $1,972,061.00 "," $327,168.11 "," $2,499,624.78 "," $175,906.96 "," $4,974,760.85 ",284
2017-18,6384,Weyauwega-Fremont," $6,440,409.00 "," $583,524.54 "," $4,281,959.36 "," $683,228.45 "," $11,989,121.35 ",834
2017-18,6412,Wheatland J1," $3,310,935.00 "," $391,619.86 "," $2,725,591.38 "," $259,507.08 "," $6,687,653.32 ",430
2017-18,6440,White Lake," $2,042,523.00 "," $292,256.32 "," $624,260.81 "," $122,687.20 "," $3,081,727.33 ",162
2017-18,6419,Whitefish Bay," $22,784,258.00 "," $794,122.64 "," $11,038,383.21 "," $3,051,940.62 "," $37,668,704.47 ",2830
2017-18,6426,Whitehall," $2,714,746.00 "," $825,537.37 "," $6,486,277.82 "," $835,403.64 "," $10,861,964.83 ",783
2017-18,6461,Whitewater," $15,730,361.00 "," $1,615,982.60 "," $10,549,194.55 "," $1,328,546.24 "," $29,224,084.39 ",1977
2017-18,6470,Whitnall," $16,515,360.00 "," $1,407,696.84 "," $8,412,836.54 "," $1,403,456.47 "," $27,739,349.85 ",2148
2017-18,6475,Wild Rose," $5,526,817.00 "," $647,290.85 "," $1,184,984.50 "," $361,420.33 "," $7,720,512.68 ",557
2017-18,6482,Williams Bay," $8,056,771.70 "," $275,095.18 "," $439,058.26 "," $232,271.14 "," $9,003,196.28 ",582
2017-18,6545,Wilmot UHS," $12,169,231.00 "," $355,202.72 "," $6,118,533.99 "," $819,274.71 "," $19,462,242.42 ",1072
2017-18,6608,Winneconne Community," $9,086,611.00 "," $718,843.07 "," $7,798,357.43 "," $1,002,086.88 "," $18,605,898.38 ",1544
2017-18,6615,Winter," $3,737,992.00 "," $519,915.75 "," $761,179.53 "," $72,434.92 "," $5,091,522.20 ",288
2017-18,6678,Wisconsin Dells," $16,903,402.00 "," $1,528,632.32 "," $2,989,135.58 "," $888,170.07 "," $22,309,339.97 ",1765
2017-18,469,Wisconsin Heights," $7,801,075.37 "," $509,188.64 "," $2,573,435.47 "," $822,136.55 "," $11,705,836.03 ",799
2017-18,6685,Wisconsin Rapids," $23,069,760.00 "," $4,636,455.36 "," $38,553,745.48 "," $1,886,761.26 "," $68,146,722.10 ",5049
2017-18,6692,Wittenberg-Birnamwood," $4,158,797.00 "," $943,392.27 "," $8,093,640.21 "," $923,776.34 "," $14,119,605.82 ",1151
2017-18,6713,Wonewoc-Union Center," $2,673,564.00 "," $607,917.51 "," $2,210,569.58 "," $213,041.45 "," $5,705,092.54 ",385
2017-18,6720,Woodruff J1," $5,137,193.00 "," $443,885.87 "," $1,113,616.65 "," $223,932.93 "," $6,918,628.45 ",453
2017-18,6734,Wrightstown Community," $5,584,116.00 "," $607,368.75 "," $8,753,877.20 "," $603,141.79 "," $15,548,503.74 ",1325
2017-18,6748,Yorkville J2," $3,399,699.00 "," $203,928.43 "," $895,920.34 "," $79,628.69 "," $4,579,176.46 ",346
